disease_id,disease_name
C2350233,Antley-Bixler Syndrome Phenotype
C3267076,Familial scaphocephaly syndrome
C3552414,Deviation of the thumb
C3872820,Congenital pulmonary acinar dysplasia
C4016344,PFEIFFER SYNDROME VARIANT
C4016345,"PFEIFFER SYNDROME, TYPE III"
C4016346,"CRANIOSYNOSTOSIS, NONSYNDROMIC UNICORONAL"
C4023454,Metopic depression
C4023628,Mild fetal ventriculomegaly
C4023749,Abnormality of the zygomatic bone
C4073134,Abnormality of the periosteum
C1518868,Pancreatic Intraductal Papillary-Mucinous Adenoma
C4725675,Refractory Bladder Carcinoma
C0026683,Mucocele
C1843244,"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2"
C1858674,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 3"
C1864570,Insulin insensitivity
C1864573,Iridescent posterior subcapsular cataract
C0013533,Echovirus Infections
C4310891,"GM2-GANGLIOSIDOSIS, LATE ONSET"
C1856301,"GSD IV, Classic Hepatic"
C1856303,"GSD IV, Neuromuscular Form, Fatal Perinatal"
C1856304,"GSD IV, Neuromuscular Form, Congenital"
C1856305,"GSD IV, Neuromuscular Form, Childhood"
C1856309,Fetal hydrops (in perinatal or congenital neuromuscular forms)
C4017114,"GLYCOGEN STORAGE DISEASE IV, NONPROGRESSIVE HEPATIC"
C4017116,"GLYCOGEN STORAGE DISEASE IV, COMBINED HEPATIC AND MYOPATHIC"
C4017117,"GLYCOGEN STORAGE DISEASE IV, FATAL PERINATAL NEUROMUSCULAR"
C4017118,ADULT POLYGLUCOSAN BODY NEUROPATHY
C4284588,"SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE"
C1524056,Breast Adenolipoma
C1853736,"Congenital Disorder Of Glycosylation, Type IIB"
C1832827,"DEAFNESS, CHILDHOOD-ONSET NEUROSENSORY, AUTOSOMAL RECESSIVE 8"
C4014988,HYPOGONADOTROPIC HYPOGONADISM 22 WITH OR WITHOUT ANOSMIA
C4017302,HYPOGONADOTROPIC HYPOGONADISM 22 WITH ANOSMIA
C0206730,Neurothekeoma
C0345906,Sarcoma of liver
C1863925,"Nonmedullary thyroid carcinoma, with or without cell oxyphilia"
C1333044,Chronic Myelomonocytic Leukemia-2
C1835407,"HEPATITIS C VIRUS, SUSCEPTIBILITY TO"
C4330613,Burkitt-Like Lymphoma with 11q Aberration
C4748978,VISUAL IMPAIRMENT AND PROGRESSIVE PHTHISIS BULBI
C0748605,nocturnal seizures
C4255079,Familial Hyperekplexia
C4551954,HYPEREKPLEXIA 1
C2363929,Histamine intolerance
C0796055,Mercaptolactate-Cysteine Disulfiduria
C2697767,Interleukin 19 Measurement
C4025228,Partial abdominal muscle agenesis
C2712890,Novel influenza A/H1N1
C0585006,Deficiency of enoyl-CoA hydratase
C1533628,Pseudo-Zellweger syndrome
C1861452,Storm Syndrome
C0014541,Epiglottitis
C0031085,Periodontal Abscess
C0085313,Blastocystis Infections
C0275778,Lyme carditis
C0948039,Gastritis caused by bacterium
C0948158,Pulmonary sepsis
C1302476,Necrotic melanoma
C1304134,Early onset psoriasis type 1
C1720795,Acute Bacterial Prostatitis
C1720796,Asymptomatic Inflammatory Prostatitis
C1720797,Chronic Bacterial Prostatitis
C2242492,Lower airway obstruction
C2242689,Chronic enterocolitis
C2930827,Chronic malaria
C3889086,Milk protein allergy
C3899192,Extended Oligoarticular Juvenile Idiopathic Arthritis
C0426827,Gap in ribs
C1861704,Anomalous rib insertion to vertebrae
C1861708,Calcaneal epiphyseal stippling
C0027063,Myoclonic disorder
C3554067,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11
C0265425,9p partial monosomy syndrome
C2750433,Bifid Nose With Or Without Anorectal And Renal Anomalies
C2751431,"Bifid Nose, Autosomal Dominant"
C3280974,TRIGONOCEPHALY 2
C3887497,"Bifid Nose, Autosomal Recessive"
C4022992,Abnormal respiratory system morphology
C4023905,Abnormality of the 5th toe
C3809798,"CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 8"
C3279716,N-ACETYLASPARTATE DEFICIENCY
C4524071,Philadelphia positive acute lymphocytic leukaemia
C4538468,MARSILI SYNDROME
C1112174,Panencephalitis
C3275438,"AUTISM, SUSCEPTIBILITY TO, X-LINKED 5"
C4478383,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35"
C1562901,Peripheral ulcerative keratitis
C4310685,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 47"
C2751293,"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 5"
C4023012,Abnormal natural killer cell physiology
C0004048,Inspiration function
C1859977,"Adrenal Hypoplasia, Cytomegalic Type"
C4528747,Recurrent Atypical Teratoid/Rhabdoid Tumor
C4016851,BJORNSTAD SYNDROME WITH MILD MITOCHONDRIAL COMPLEX III DEFICIENCY
C4025631,Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes
C4479410,"MUSCULAR DYSTROPHY, CONGENITAL, WITH CATARACTS AND INTELLECTUAL DISABILITY"
C0268072,Hypercupremia
C0748861,Metastatic small cell carcinoma
C0011551,Depersonalization
C0022890,Labyrinthine disorder
C0235863,Delayed delivery
C0262548,maternal hypothyroidism
C0456086,Intrapartum fetal hypoxia
C0751696,Post-Traumatic Vegetative State
C0858353,Addicted to heroin
C0865304,Schizophreniform psychosis NOS
C1868891,Chemo brain
C2242552,Phantosmia
C2675904,"Wilms Tumor, Aniridia, Genitourinary Anomalies, Mental Retardation, and Obesity Syndrome"
C2747824,Distended bowel
C3536864,Acute disseminated encephalitis
C3808913,SCHIZOPHRENIA 18
C0265265,Aase syndrome
C1857719,"Anemia, Diamond-Blackfan, 3"
C4748052,"CILIARY DYSKINESIA, PRIMARY, 38"
C4748044,POLYCYSTIC KIDNEY DISEASE 6 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE
C2677879,"Hypospadias 2, X-Linked"
C4015360,NEMALINE MYOPATHY 10
C4310641,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58"
C0221360,Congenital absence of diaphragm
C1856017,Adrenal gland dysgenesis
C1856027,Cleft in skull base
C1856029,Proximal tibial hypoplasia
C3151417,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 6"
C4023153,Impaired thrombin-induced platelet aggregation
C3164096,Sarcoma of mesentery
C4310794,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53"
C1332632,Breast Liposarcoma
C1970441,"CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 7"
C0431928,Congenital overgrowth of lower limb
C0580550,Lymphocyte count abnormal
C3806688,Solute carrier family 35 member A2 congenital disorder of glycosylation
C4022943,Decreased galactosylation of N-linked protein glycosylation
C4024638,Transient nephrotic syndrome
C4476572,Elevated brain N-acetyl aspartate level by MRS
C4476805,Increased circulating thyroglobulin level
C4755252,Autosomal recessive cerebral atrophy
C1335114,Optic Nerve Astrocytoma
C2347979,Rosette-forming glioneuronal tumor of the fourth ventricle
C0006542,Byssinosis
C0030328,"Panniculitis, Nodular Nonsuppurative"
C0241876,Obstructive emphysema
C0337437,Glucagon measurement
C0343972,Schistosomal splenomegaly
C0743188,diarrhea persistent
C1394290,Cyanotic heart disease
C4087121,Non-cirrhotic portal hypertension
C3280271,PARKINSON DISEASE 18
C0598121,Hypoglycorrhachia
C1832855,"CHOREOATHETOSIS/SPASTICITY, EPISODIC"
C1837206,"Cryohydrocytosis, Stomatin-Deficient, with Mental Retardation, Seizures, Cataracts, and Massive Hepatosplenomegaly"
C1847507,Paroxysmal lethargy
C3149117,"GLUT1 DEFICIENCY SYNDROME 1, AUTOSOMAL RECESSIVE"
C3553859,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12"
C4551966,GLUT1 DEFICIENCY SYNDROME 1
C0271285,Epithelial basement membrane dystrophy
C0339271,Salzmann nodular dystrophy
C0339278,Reis-Bucklers' corneal dystrophy
C0521723,"Corneal dystrophy, epithelial basement membrane"
C1641846,Groenouw corneal dystrophy type I (disorder)
C1837974,"Corneal Dystrophy, Lattice Type IIIA"
C4024792,Nodular corneal dystrophy
C4024796,Punctate corneal dystrophy
C4700127,Thiel-behnke
C0016512,Foot pain
C1836485,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A2 (disorder)"
C4310725,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B"
C4310875,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A2A"
C4707897,Severe early-onset axonal neuropathy due to mitofusin 2 deficiency
C4721887,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2A"
C4521678,AUDITORY NEUROPATHY AND OPTIC ATROPHY
C0017575,Necrotizing Ulcerative Gingivitis
C2752038,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4"
C3809950,COMPLEMENT FACTOR B DEFICIENCY
C0043019,Lateral Medullary Syndrome
C4540284,OOCYTE MATURATION DEFECT 4
C3900122,Acid-Labile Subunit Deficiency
C4321359,Reduced insulin like growth factor binding protein acid labile subunit level
C0333662,Hemiatrophy
C1840013,Elevated 8-dehydrocholesterol
C1840014,Elevated 8(9)-cholestenol
C1844846,Stippled calcification in carpal bones
C1844848,Tarsal stippling
C2610861,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
C4016464,"CHONDRODYSPLASIA PUNCTATA 2, X-LINKED DOMINANT, ATYPICAL"
C4024153,Asymmetry of the mouth
C1334464,Lymphohistiocytoid Mesothelioma
C1882081,Nevoid Melanoma
C2242657,Metastatic ocular melanoma
C3808492,"Renal cell carcinoma, usually clear cell type"
C3831087,Class 2 Uveal Melanoma
C4707290,BAP1 tumor predisposition syndrome
C0877306,Iris hyperpigmentation
C3151752,"NYSTAGMUS 6, CONGENITAL, X-LINKED"
C4024816,Depigmented fundus
C1854058,"SPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE"
C1854059,"AMYOTROPHIC LATERAL SCLEROSIS, TYPICAL"
C1866777,"Spinal Muscular Atrophy, Proximal, Adult, Autosomal Dominant"
C3276276,"MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1"
C1970483,Vesicoureteral Reflux 2
C0267795,Subacute hepatic necrosis
C0342886,Primary hypertriglyceridemia
C0865274,High-oxygen-affinity hemoglobin
C1858664,"HEMOCHROMATOSIS, TYPE 3"
C2673517,"PORPHYRIA CUTANEA TARDA, SUSCEPTIBILITY TO"
C2673518,"PORPHYRIA VARIEGATA, SUSCEPTIBILITY TO"
C2673520,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7 (finding)"
C3150862,"HEMOCHROMATOSIS, JUVENILE, DIGENIC"
C3266753,Severe left ventricular systolic dysfunction
C3280096,TRANSFERRIN SERUM LEVEL QUANTITATIVE TRAIT LOCUS 2
C1709578,Pleural Sarcomatoid Mesothelioma
C1860156,Lateral displacement of patellae
C4023926,Pseudoepiphyses of the proximal phalanges of the hand
C4024054,Duplication of the proximal phalanx of the hallux
C4476868,Palpebral thickening
C4015597,"MYASTHENIC SYNDROME, CONGENITAL, 14"
C0334337,Endometrioid adenoma
C1854990,"Molybdenum Cofactor Deficiency, Complementation Group C"
C4310781,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 22"
C4225354,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 35"
C4021988,Abnormality of the lumbar spine
C2673642,Combined Oxidative Phosphorylation Deficiency 5
C2673646,Antenatal onset
C2936420,"46, XX Gonadal Sex Reversal"
C4748263,OVARIAN DYSGENESIS 7
C2677097,"SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 10 (finding)"
C2677100,Inflammatory Bowel Disease 14
C4017076,"SYSTEMIC LUPUS ERYTHEMATOSUS, ASSOCIATION WITH SUSCEPTIBILITY TO, 10"
C4479636,INTELLECTUAL DEVELOPMENTAL DISORDER WITH NEUROPSYCHIATRIC FEATURES
C0406502,Hereditary benign telangiectasia (disorder)
C0334635,Malignant lymphoma - centrocytic
C0334636,"Malignant lymphoma, mixed small and large cell, diffuse"
C0855036,Alveolar soft part sarcoma metastatic
C0860452,Loss of skin elasticity
C1290309,Neoplasm of chest wall
C1336749,Thyroid Diffuse Large B-Cell Lymphoma
C4310763,SPINOCEREBELLAR ATAXIA 43
C1846135,Autistic features
C0024967,Maximal Voluntary Ventilation
C0153661,Malignant neoplasm of thorax
C0519095,tuberculosis chronic pulmonary
C4318844,Anaplastic sarcoma
C0342341,Post-surgical hypoparathyroidism
C4748257,BONE MARROW FAILURE SYNDROME 4
C4748838,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 31"
C2675914,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 14
C2752001,"Growth Retardation, Developmental Delay, Coarse Facies, And Early Death"
C4225492,"OBESITY (BMIQ14), SUSCEPTIBILITY TO"
C1299926,Exudative diathesis
C0008628,Chromosome Deletion
C0040715,Chromosomal translocation
C0041107,Trisomy
C0235267,Redness of eye
C0238518,Squamous cell carcinoma of vagina
C0269190,Squamous metaplasia of cervix
C0279838,Oropharyngeal cancer recurrent
C0347493,Cervix adenomatous polyp
C0406383,Genital lichen planus
C0495106,Vulval intraepithelial neoplasia grade 1
C0750081,Vaginal neoplasia
C1275175,"Bowen's disease, pagetoid"
C1304514,Ischemic fasciitis
C1332608,Astrocytoma of brain stem
C1332887,Central Nervous System Melanocytic Neoplasm
C1333059,Conventional Lipoma
C1333761,Gastric Adenosquamous Carcinoma
C1334053,Human Papillomavirus-Related Endocervical Adenocarcinoma
C1334416,Low Grade Malignant Peripheral Nerve Sheath Tumor
C1510961,Atypical neurofibroma
C1835042,Melanoma astrocytoma syndrome
C1835044,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 2"
C1838547,MELANOMA-PANCREATIC CANCER SYNDROME
C1997473,Autosomal aneuploidy
C2930745,Partial Monosomy
C3805162,Anal LSIL
C4283859,Cutaneous Malignant Melanoma 2
C4289591,"Endocervical Adenocarcinoma, Usual Type"
C4329660,Childhood Melanoma
C0026684,Mucocele of appendix
C1334753,Breast Microglandular Adenosis
C2676677,"BREAST CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1"
C2676678,"OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1"
C3280442,"PANCREATIC CANCER, SUSCEPTIBILITY TO, 4"
C3469525,"PANCREATIC CANCER, SUSCEPTIBILITY TO"
C4554406,"FANCONI ANEMIA, COMPLEMENTATION GROUP S"
C0009761,Conjunctival Neoplasms
C0035290,Reticulohistiocytic granuloma
C0162504,Neutrophilic Eccrine Hidradenitis
C0278600,Childhood Brain Stem Glioma
C0302323,Reticulohistiocytosis
C0349533,Lymphoma of intestine
C0521579,Congenital strabismus
C0578682,Madarosis of eyebrow
C0700199,Multiple nevi
C0742965,Eosinophilic cystitis
C0743086,Granulomatous dermatitis
C0751061,"Craniopharyngioma, Child"
C0848860,endocrine carcinoma
C0854923,Mucinous endometrial carcinoma
C1263887,Neoplasm of temporal lobe
C1266111,"Glomus tumor, malignant"
C1266112,Diffuse melanocytosis
C1266141,Nephrogenic adenofibroma
C1274943,Drug-induced panniculitis
C1275419,Desmoplastic spindle and epithelioid cell melanocytic nevus of skin
C1304321,Eruptive melanocytic nevi
C1333043,Chronic Myelomonocytic Leukemia-1
C1333826,Glomus Tumor of Uncertain Malignant Potential
C1334720,Metastatic Malignant Peripheral Nerve Sheath Tumor
C1847874,PHACE association
C1857534,Postnatal onset growth deficiency
C2674727,"ASTROCYTOMA, LOW-GRADE, SOMATIC"
C3150970,NOONAN SYNDROME 7
C3150971,LEOPARD SYNDROME 3
C3282896,Glandular papilloma
C3697936,Sialadenoma papilliferum
C3897744,recurrent childhood pleomorphic xanthoastrocytoma
C3897746,recurrent childhood pilocytic astrocytoma
C4021250,Intracranial cystic lesion
C4021873,Abnormality of the frontal bone
C4023637,Abnormality of the nasal bone
C4049491,Verrucous keratosis
C4526729,Refractory Erdheim-Chester Disease
C4733534,stage IVC anaplastic thyroid cancer
C1850190,Superiorly displaced ears
C0393520,Harding ataxia
C0742191,Cervical spinal cord atrophy
C1856697,Mitochondrial malic enzyme reduced
C4021047,Impaired visually enhanced vestibulo-ocular reflex
C4025641,Decreased pyruvate carboxylase activity
C4518339,Sporadic adult-onset ataxia of unknown etiology
C1847627,"Dyskinesia, Familial, with Facial Myokymia"
C1862229,Adult i Blood Group Phenotype
C3805373,CATARACT 13 WITH ADULT i PHENOTYPE
C1423873,CONE-ROD DYSTROPHY 9
C4551465,Small airways disease
C1969060,Premature Ovarian Failure 5
C3150808,RETINITIS PIGMENTOSA 55
C4225359,LISSENCEPHALY 7 WITH CEREBELLAR HYPOPLASIA
C0877121,AIDS related complication
C1280777,displaced uterus
C3150099,ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS
C4539843,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 55"
C0343205,Lupus vasculitis
C0005146,Besnoitiasis
C0345406,Neonatal hyperparathyroidism
C0595928,Serum calcium increased
C0865171,parathyroiditis
C1820738,Feeding intolerance
C1832612,"Hypocalcemia, Autosomal Dominant, with Bartter Syndrome"
C2752062,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8"
C0265669,Congenital dislocation of knee
C0432201,Boomerang dysplasia
C0478074,"Other congenital malformations of spine, not associated with scoliosis"
C1862415,Cervical segmentation defect
C1862420,Tombstone-shaped proximal phalanges
C1862421,Widened distal phalanges
C1862428,Thoracic platyspondyly
C2678323,C2-C3 subluxation
C2678399,Absent humerus
C3668942,Atelosteogenesis Type 3
C4021711,Epiphyseal stippling of the humerus
C4021953,Poorly ossified vertebrae
C4022506,Multinucleated giant chondrocytes in epiphyseal cartilage
C4022664,Fused thoracic vertebrae
C4025049,Distal tapering femur
C1876182,"NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 2"
C3151107,RETINITIS PIGMENTOSA 40 (disorder)
C2242708,Hypertransaminasaemia
C4310690,MITOCHONDRIAL DNA DEPLETION SYNDROME 15 (HEPATOCEREBRAL TYPE)
C0426961,Dystonic posture
C4225172,"CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION"
C0232959,Premenstrual symptom
C3809464,"MYOPIA 22, AUTOSOMAL DOMINANT"
C0158611,Other congenital anomalies of heart
C0478009,"Congenital malformation of cardiac chambers and connections, unspecified"
C0750834,hyperthyroid cardiac disease
C1275422,Relapsing linear acantholytic dermatosis
C0270149,Perinatal respiratory distress
C0423729,Chest pain on breathing
C1112616,Loss of proprioception
C3275799,Spondylolisthesis at L5-S1
C4310692,"ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH"
C1847827,LIG4 Syndrome
C1851057,Normal motor development
C4225288,"SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION"
C0262565,Anteroseptal Myocardial Infarction
C0858312,Mycobacterium tuberculosis meningitis
C1832465,"Atrophia Maculosa Varioliformis Cutis, Familial"
C3888203,SPRINTING PERFORMANCE
C0221237,Angular cheilitis
C0749133,Active suicidal ideation
C0241850,COORDINATION DEFICIT
C0013568,Ecthyma
C0080310,Left Ventricular Function
C1854684,obsolete Congenital myopia
C4721549,Autosomal dominant neovascular inflammatory vitreoretinopathy
C3554439,Microcephalic primordial dwarfism Alazami type
C0265756,Congenital atresia of larynx
C1857455,Extension of hair growth on temples to lateral eyebrow
C4024990,Aplasia/Hypoplasia of the sternum
C1835933,"Glaucoma 1, Open Angle, G"
C3280679,"MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET"
C3541476,"MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET, MILD VARIANT"
C1970591,Abnormal pupillary light reflex
C3150596,"MONONEUROPATHY OF THE MEDIAN NERVE, MILD"
C4024938,Segmental peripheral demyelination
C4025322,Prolonged brainstem auditory evoked potentials
C4748827,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 28"
C0007462,Causalgia
C0032298,"Pneumonia, Lipid"
C0040213,Tietze's Syndrome
C0153445,Malignant neoplasm of anal canal
C0221385,Syphilitic gumma
C0238409,Renal Pelvis Squamous Cell Carcinoma
C0238479,Transient osteoporosis of hip
C0265512,Bone island
C0270739,Hemichorea
C0271347,Cavernous sinus syndrome
C0278993,Recurrent Salivary Gland Cancer
C0280266,"stage, vulvar cancer"
C0341714,Lymphoma of kidney
C0343524,Disseminated nocardiosis
C0346082,Skin Lymphangiosarcoma
C0346564,Carcinoma of base of tongue
C0392464,Ventricular aneurysm
C0474847,Melanotic malignant nerve sheath tumor
C0585052,Chronic sciatica
C0744926,hip infection
C0746317,lymph node necrotic
C0746926,"Multiple, subcutaneous nodules"
C0751816,Carotid Pseudoaneurysm
C0854348,Alice in Wonderland Syndrome
C0855013,Chondrosarcoma recurrent
C0948842,Unilateral leg pain
C1096733,Macrophagic myofascitis
C1141885,Sclerosing encapsulating peritonitis
C1142214,Abdominal cocoon
C1264047,Disorder of intra-abdominal lymph nodes
C1266114,Meningeal melanomatosis
C1306803,Atypical subacute thyroiditis
C1332582,Primary bone lymphoma
C1332633,Breast Mucosa-Associated Lymphoid Tissue Lymphoma
C1333969,Liver Leiomyosarcoma
C1334658,Mediastinal Hodgkin Lymphoma
C1334660,Mediastinal Leiomyosarcoma
C1370446,Plasma cell myeloma recurrent
C1377785,Nasal cavity carcinoma
C1532195,Gossypiboma
C1708309,Hamartoma of Mature Cardiac Myocytes
C1708716,Pericardial Solitary Fibrous Tumor
C1739389,Urachal remnant
C1860389,Spinal cord hemangioblastoma
C2062952,Round atelectasis
C2105246,Knee arthropathy
C2242586,Aortic intramural haematoma
C2609050,Gastrosplenic fistula
C2711055,Nonischemic priapism
C2721601,Urachal abscess
C2826557,Chronic sclerosing sialadenitis
C2985448,Radiation-Related Sarcoma
C3178973,Disseminated Fusariosis
C4046047,IgG4-Related Hypophysitis
C4087461,Major neurocognitive disorder
C4524049,Complicated pyelonephritis
C3554592,"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9"
C0264963,Aneurysm of femoral artery
C1855000,Agenesis of central incisor
C2931889,"Oral-facial-digital syndrome, type 2"
C3806516,Disproportionate shortening of the tibia
C4021336,Complete duplication of hallux phalanx
C4021618,Polysyndactyly of hallux
C4477070,Unilateral alveolar cleft of maxilla
C4693523,"AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 24"
C0339662,Afferent Pupillary Defect
C1861653,Mandibular enlargement
C1861656,Retraction of lower eyelid
C1167820,Beta globulin measurement
C3553328,UV-SENSITIVE SYNDROME 3
C3281066,"USHER SYNDROME, TYPE IIIB"
C4225265,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2W"
C3278156,GLUTARIC ACIDEMIA IIC
C4016438,"GLUTARIC ACIDEMIA IIC, LATE-ONSET"
C0339512,Bull's eye macular dystrophy
C1334557,Malignant Adult Brain Neoplasm
C1513718,Mucin-Producing Intrahepatic Cholangiocarcinoma
C2675210,CONE-ROD DYSTROPHY 12 (disorder)
C2677516,RETINITIS PIGMENTOSA 41 (disorder)
C4707178,Acute myeloid leukemia with CEBPA somatic mutations
C0339005,"Conduct disorder, childhood-onset type"
C0679272,Polydrug abuse
